year,month,day,TAVG,TMAX,TMIN,,,0,,,
1936,1,10,1.2,5.8,-3.6,,,,,,
1936,1,11,1.1,5.9,-3.6,,,,,,
1936,1,12,1.4,7.5,-2.7,,,,,,
1936,1,13,1.8,7.5,-2.7,,,,,,
1936,1,14,2.2,6.9,-2,,,,,,
1936,1,15,1.5,6.4,-2.2,,,,,,
1936,1,16,-0.4,4.7,-5,,,,,,
1936,1,17,-2.5,4.7,-6.5,,,,,,
1936,1,18,-2.9,3.5,-6.8,,,,,,
1936,1,19,-1.4,6.5,-7.4,,,,,,
1936,1,20,-0.5,6.5,-7.4,,,,,,
1936,1,21,0,6,-4.9,,,,,,
1936,1,22,0.1,5.9,-4.9,,,,,,
1936,1,23,-0.1,5.1,-4.6,,,,,,
1936,1,24,0.3,5.1,-3.4,,,,,,
1936,1,25,1.9,5.6,-2.1,,,,,,
1936,1,26,2.8,6.5,-0.4,,,,,,
1936,1,27,1.3,6.5,-2.9,,,,,,
1936,1,28,1.3,8.9,-2.9,,,,,,
1936,1,29,2.3,8.9,-2.7,,,,,,
1936,1,30,0.4,6.8,-4.6,,,,,,
1936,1,31,-2.1,1.2,-6.7,,,,,,
1936,2,1,-2.3,2.3,-6.7,,,,,,
1936,2,2,-1.4,3.7,-4.8,,,,,,
1936,2,3,-0.7,6.8,-5.7,,,,,,
1936,2,4,-0.3,6.8,-5.7,,,,,,
1936,2,5,-0.3,3.9,-3.7,,,,,,
1936,2,6,0.2,5.1,-2.7,,,,,,
1936,2,7,0.7,5.1,-4.2,,,,,,
1936,2,8,1.1,4.2,-4.2,,,,,,
1936,2,9,1.8,8.3,-1.5,,,,,,
1936,2,10,2.1,8.3,-3.3,,,,,,
1936,2,11,1.1,7.9,-3.3,,,,,,
1936,2,12,0.1,6.1,-6.6,,,,,,
1936,2,13,1,8.9,-6.6,,,,,,
1936,2,14,2,9,-2.7,,,,,,
1936,2,15,2.6,10.1,-2.7,,,,,,
1936,2,16,3.1,11.5,-4.1,,,,,,
1936,2,17,4.2,11.5,-4.1,,,,,,
1936,2,18,5.5,10.5,0,,,,,,
1936,2,19,3.8,9.5,-3.2,,,,,,
1936,2,20,1.7,7.5,-3.2,,,,,,
1936,2,21,1.1,6.2,-2,,,,,,
1936,2,22,0.9,6.6,-3.8,,,,,,
1936,2,23,1.5,6.6,-3.8,,,,,,
1936,2,24,2.3,5.8,-0.6,,,,,,
1936,2,25,2.7,7,-0.4,,,,,,
1936,2,26,1.8,7,-0.6,,,,,,
1936,2,27,1.2,7.4,-2.9,,,,,,
1936,2,28,2.2,7.4,-2.9,,,,,,
1936,2,29,1.5,6.1,-3.5,,,,,,
1936,3,1,-0.4,4.7,-6.5,,,,,,
1936,3,2,-0.4,5.7,-6.5,,,,,,
1936,3,3,0.6,7.3,-5.7,,,,,,
1936,3,4,0.4,7.3,-4.2,,,,,,
1936,3,5,-0.2,5.6,-4.5,,,,,,
1936,3,6,0.1,7.5,-5.7,,,,,,
1936,3,7,0.9,7.5,-5.7,,,,,,
1936,3,8,1.1,6.7,-3.9,,,,,,
1936,3,9,0.5,5,-4.6,,,,,,
1936,3,10,1,6.6,-4.6,,,,,,
1936,3,11,1.9,11.4,-4.7,,,,,,
1936,3,12,4,12.2,-4.7,,,,,,
1936,3,13,8.6,13.6,-2.1,,,,,,
1936,3,14,10,13.6,5.9,,,,,,
1936,3,15,6.8,10.9,0.9,,,,,,
1936,3,16,4.3,11.1,-3,,,,,,
1936,3,17,5.1,12.9,-3,,,,,,
1936,3,18,5.8,12.9,0,,,,,,
1936,3,19,4.3,10.9,-0.6,,,,,,
1936,3,20,4.9,14.2,-2.6,,,,,,
1936,3,21,7.2,14.2,-2.6,,,,,,
1936,3,22,8.1,14.9,1.8,,,,,,
1936,3,23,8.2,15.5,1.8,,,,,,
1936,3,24,7.7,16.1,-0.1,,,,,,
1936,3,25,5.6,16.1,-0.1,,,,,,
1936,3,26,4.6,12.3,0.8,,,,,,
1936,3,27,6.4,19,-2.7,,,,,,
1936,3,28,9.3,19,-2.7,,,,,,
1936,3,29,10,19.1,1.4,,,,,,
1936,3,30,6.2,19.1,1.3,,,,,,
1936,3,31,4.4,14.8,-3.8,,,,,,
1936,4,1,6.3,16.6,-3.8,,,,,,
1936,4,2,8.4,16.6,-0.5,,,,,,
1936,4,3,9.5,15.9,2.6,,,,,,
1936,4,4,7.9,15.9,3.4,,,,,,
1936,4,5,7.7,19.3,-0.1,,,,,,
1936,4,6,10.7,20.6,-0.1,,,,,,
1936,4,7,12.3,20.6,3.8,,,,,,
1936,4,8,12.3,14.4,9.7,,,,,,
1936,4,9,12.9,20.1,9.5,,,,,,
1936,4,10,10.5,20.1,2.3,,,,,,
1936,4,11,7.4,14.2,0.2,,,,,,
1936,4,12,8.2,14.2,0.2,,,,,,
1936,4,13,8.5,10.6,6.2,,,,,,
1936,4,14,8.2,16.4,2.6,,,,,,
1936,4,15,9.8,18.9,2.6,,,,,,
1936,4,16,12.1,19.7,4.3,,,,,,
1936,4,17,12.4,20.8,2.8,,,,,,
1936,4,18,11.8,20.8,2.8,,,,,,
1936,4,19,13,20.1,6.1,,,,,,
1936,4,20,13.4,22.2,4.5,,,,,,
1936,4,21,13.5,25.4,4.5,,,,,,
1936,4,22,15.4,25.4,5.2,,,,,,
1936,4,23,14.9,24,7.5,,,,,,
1936,4,24,13.3,21.5,3.3,,,,,,
1936,4,25,14,21.5,3.3,,,,,,
1936,4,26,13.8,22.2,5.7,,,,,,
1936,4,27,13.5,24.1,5.7,,,,,,
1936,4,28,14.3,24.1,6.5,,,,,,
1936,4,29,14.6,22.1,9.9,,,,,,
1936,4,30,13.4,17.1,8.4,,,,,,
1937,1,1,6.4,10.7,1.5,,,,,,
1937,1,2,6.8,10.7,3.7,,,,,,
1937,1,3,5.3,11.5,1.3,,,,,,
1937,1,4,4.4,11.5,-1,,,,,,
1937,1,5,5.5,17.3,-1,,,,,,
1937,1,6,8.5,17.3,-0.7,,,,,,
1937,1,7,8,15.8,3.1,,,,,,
1937,1,8,5.2,10.1,0.8,,,,,,
1937,1,9,3.6,8,-0.6,,,,,,
1937,1,10,2.8,9,-0.6,,,,,,
1937,1,11,2,9,-2.2,,,,,,
1937,1,12,0.4,7.1,-3.8,,,,,,
1937,1,13,0.4,5.6,-3.8,,,,,,
1937,1,14,1.7,10.9,-4.2,,,,,,
1937,1,15,3.5,10.9,-4.2,,,,,,
1937,1,16,4.5,10.1,0.4,,,,,,
1937,1,17,5.3,10.6,0.4,,,,,,
1937,1,18,5.5,10.6,2.2,,,,,,
1937,1,19,4.6,7.7,1.3,,,,,,
1937,1,20,4.9,10.1,1.3,,,,,,
1937,1,21,4.4,10.1,0.8,,,,,,
1937,1,22,3.7,8.4,0.8,,,,,,
1937,1,23,4,8.4,0.7,,,,,,
1937,1,24,3.6,9.7,-1.7,,,,,,
1937,1,25,2.6,9.7,-1.7,,,,,,
1937,1,26,2.7,7.2,-0.3,,,,,,
1937,1,27,2.7,7.2,0,,,,,,
1937,1,28,1.6,6.3,-0.9,,,,,,
1937,1,29,2,9.1,-0.9,,,,,,
1937,1,30,3.6,12.3,-0.7,,,,,,
1937,1,31,4,12.3,-0.7,,,,,,
1937,2,1,4.2,10.2,-0.4,,,,,,
1937,2,2,5,9.3,1.4,,,,,,
1937,2,3,4.2,9.3,0,,,,,,
1937,2,4,3.3,11.1,-0.7,,,,,,
1937,2,5,5.4,17.9,-1,,,,,,
1937,2,6,7.9,17.9,-1,,,,,,
1937,2,7,8.4,10.3,6.7,,,,,,
1937,2,8,6.8,9.5,0.9,,,,,,
1937,2,9,4.5,9.5,-0.1,,,,,,
1937,2,10,5.3,13.2,-1.4,,,,,,
1937,2,11,9.4,14.7,-1.4,,,,,,
1937,2,12,11.4,15.1,8.2,,,,,,
1937,2,13,8.8,15.1,5.4,,,,,,
1937,2,14,5.7,9.1,2,,,,,,
1937,2,15,4,9.1,-0.1,,,,,,
1937,2,16,2.3,8.4,-0.8,,,,,,
1937,2,17,1.5,7,-3,,,,,,
1937,2,18,1.5,7.3,-4,,,,,,
1937,2,19,2.2,9.1,-4,,,,,,
1937,2,20,4.5,13.3,-3.4,,,,,,
1937,2,21,6,13.3,-0.5,,,,,,
1937,2,22,6.9,14.4,0,,,,,,
1937,2,23,10.4,19.4,0,,,,,,
1937,2,24,11.3,19.4,6.9,,,,,,
1937,2,25,8.8,13.1,5.3,,,,,,
1937,2,26,8.5,16,4.8,,,,,,
1937,2,27,7.4,16,1.6,,,,,,
1937,2,28,5.1,12.2,1.2,,,,,,
1937,3,1,5.7,12.2,-0.7,,,,,,
1937,3,2,9.5,16.5,-0.7,,,,,,
1937,3,3,13,16.5,7.5,,,,,,
1937,3,4,12.3,14.6,6.9,,,,,,
1937,3,5,9.1,14.1,3.2,,,,,,
1937,3,6,7.5,15.3,0.9,,,,,,
1937,3,7,8.6,15.3,0.9,,,,,,
1937,3,8,7,13.6,1.4,,,,,,
1937,3,9,4.7,10.5,0.2,,,,,,
1937,3,10,5.7,12.8,-0.3,,,,,,
1937,3,11,7.1,12.8,-0.3,,,,,,
1937,3,12,5.8,11.4,1.5,,,,,,
1937,3,13,4.2,14.3,-3,,,,,,
1937,3,14,6,16.4,-3,,,,,,
1937,3,15,8.9,17.2,0.3,,,,,,
1937,3,16,9.9,17.2,2.4,,,,,,
1937,3,17,6.9,14.7,1,,,,,,
1937,3,18,3.6,9.1,-2.3,,,,,,
1937,3,19,4.1,10.2,-2.3,,,,,,
1937,3,20,6,12.3,1.9,,,,,,
1937,3,21,7.7,16.1,2.2,,,,,,
1937,3,22,8.8,20,-0.3,,,,,,
1937,3,23,10.2,21.3,-0.3,,,,,,
1937,3,24,12.4,21.3,2.2,,,,,,
1937,3,25,10.5,17.3,1.6,,,,,,
1937,3,26,5.2,12.3,0.3,,,,,,
1937,3,27,3.7,10.9,-0.5,,,,,,
1937,3,28,5.7,14.9,-0.5,,,,,,
1937,3,29,6.6,14.9,0.2,,,,,,
1937,3,30,5.8,12.8,0.5,,,,,,
1937,3,31,4.9,11.7,-1.3,,,,,,
1937,4,1,6.2,18.2,-2,,,,,,
1937,4,2,8.4,18.2,-2,,,,,,
1937,4,3,7.7,16,-1.1,,,,,,
1937,4,4,5.2,16,-1.1,,,,,,
1937,4,5,5,11.7,1.9,,,,,,
1937,4,6,6.7,14.8,0.1,,,,,,
1937,4,7,9.2,21.9,0.1,,,,,,
1937,4,8,9.6,21.9,2.4,,,,,,
1937,4,9,8,12.8,2.9,,,,,,
1937,4,10,7.9,16.1,0.3,,,,,,
1937,4,11,9.8,21.6,0.3,,,,,,
1937,4,12,12.2,22.2,0.7,,,,,,
1937,4,13,13.1,22.2,6.9,,,,,,
1937,4,14,15.4,25.2,6.9,,,,,,
1937,4,15,15.9,25.2,10.3,,,,,,
1937,4,16,14,21.6,4.9,,,,,,
1937,4,17,13.9,21.6,4.9,,,,,,
1937,4,18,13,19.9,3.7,,,,,,
1937,4,19,13.9,25.4,3.7,,,,,,
1937,4,20,17.4,25.4,8.2,,,,,,
1937,4,21,19.3,25.3,9.9,,,,,,
1937,4,22,17.7,23.4,10.4,,,,,,
1937,4,23,13.7,21,9.8,,,,,,
1937,4,24,14.1,20.7,9.8,,,,,,
1937,4,25,16.4,20.7,11.3,,,,,,
1937,4,26,16.6,22.1,13.6,,,,,,
1937,4,27,15.1,22.1,9.2,,,,,,
1937,4,28,13.5,22.4,5.9,,,,,,
1937,4,29,14.7,25.3,5.9,,,,,,
1937,4,30,16.7,25.3,6.5,,,,,,
1938,1,1,4.1,11.2,0,,,,,,
1938,1,2,3.8,11.2,-1,,,,,,
1938,1,3,2,9.1,-3.1,,,,,,
1938,1,4,-0.1,6.9,-4.8,,,,,,
1938,1,5,-0.8,5.7,-4.8,,,,,,
1938,1,6,0.4,9.1,-4.5,,,,,,
1938,1,7,1.4,9.1,-4,,,,,,
1938,1,8,0.3,7.6,-4.9,,,,,,
1938,1,9,-0.5,5.7,-5.1,,,,,,
1938,1,10,-0.1,7.1,-5.5,,,,,,
1938,1,11,1,8.5,-5.5,,,,,,
1938,1,12,1.9,8.5,-4.3,,,,,,
1938,1,13,0.7,7,-3.8,,,,,,
1938,1,14,0.1,6.8,-3.8,,,,,,
1938,1,15,1.7,11.1,-3.1,,,,,,
1938,1,16,2.2,11.1,-3.1,,,,,,
1938,1,17,2.5,8.1,-2,,,,,,
1938,1,18,3.7,12.7,-4.9,,,,,,
1938,1,19,6,12.7,-4.9,,,,,,
1938,1,20,8.6,14.7,6.3,,,,,,
1938,1,21,8.9,14.7,6.9,,,,,,
1938,1,22,6.4,12.8,-0.9,,,,,,
1938,1,23,2,7.4,-3.4,,,,,,
1938,1,24,0.4,7.9,-4.5,,,,,,
1938,1,25,2.2,10.9,-4.5,,,,,,
1938,1,26,2.8,10.9,-3.3,,,,,,
1938,1,27,1,5.7,-4.1,,,,,,
1938,1,28,0.9,8.8,-4.1,,,,,,
1938,1,29,2,9.5,-3.1,,,,,,
1938,1,30,1.7,9.5,-2.5,,,,,,
1938,1,31,2.8,10.3,-0.4,,,,,,
1938,2,1,3,10.3,-0.5,,,,,,
1938,2,2,0.5,7.4,-3.8,,,,,,
1938,2,3,-0.3,4.5,-3.8,,,,,,
1938,2,4,0.9,10.5,-5.4,,,,,,
1938,2,5,3,10.5,-5.4,,,,,,
1938,2,6,4.1,9,0.5,,,,,,
1938,2,7,3.3,9,0.2,,,,,,
1938,2,8,1.3,7.5,-4.7,,,,,,
1938,2,9,0.1,7.5,-4.9,,,,,,
1938,2,10,-0.1,5.6,-4.9,,,,,,
1938,2,11,0.2,9.3,-5.5,,,,,,
1938,2,12,1.4,9.3,-5.5,,,,,,
1938,2,13,3,12.8,-4.5,,,,,,
1938,2,14,5.6,12.8,-4.5,,,,,,
1938,2,15,6.5,12.2,2.2,,,,,,
1938,2,16,6,14.3,-0.9,,,,,,
1938,2,17,6.4,14.3,-0.9,,,,,,
1938,2,18,3.8,12.3,-1.3,,,,,,
1938,2,19,1.2,5.8,-2.9,,,,,,
1938,2,20,0.7,5.8,-2.9,,,,,,
1938,2,21,1.2,8.1,-2.8,,,,,,
1938,2,22,2.2,8.1,-2.8,,,,,,
1938,2,23,2.5,8,-1.5,,,,,,
1938,2,24,1.9,6.5,-2.7,,,,,,
1938,2,25,1,6.5,-2.7,,,,,,
1938,2,26,1.1,9.5,-3.9,,,,,,
1938,2,27,2.5,13.2,-4.6,,,,,,
1938,2,28,4.3,15.8,-4.6,,,,,,
1938,3,1,6.2,18.3,-2.5,,,,,,
1938,3,2,8.4,19.2,-2,,,,,,
1938,3,3,10.7,19.2,1.8,,,,,,
1938,3,4,12.5,20.3,7.8,,,,,,
1938,3,5,12.6,20.3,4.9,,,,,,
1938,3,6,14,22.5,4.9,,,,,,
1938,3,7,12.7,22.5,3.7,,,,,,
1938,3,8,6.4,15.9,1.7,,,,,,
1938,3,9,3.6,10.6,-1.4,,,,,,
1938,3,10,4.6,10.6,-1.4,,,,,,
1938,3,11,5.4,9.9,0.9,,,,,,
1938,3,12,6.2,11.1,0.9,,,,,,
1938,3,13,6,11.3,-0.2,,,,,,
1938,3,14,4.8,11.3,-1.4,,,,,,
1938,3,15,4,10.9,-1.5,,,,,,
1938,3,16,3.6,13.2,-3.7,,,,,,
1938,3,17,4.5,14.8,-3.7,,,,,,
1938,3,18,6.4,16.8,-3.1,,,,,,
1938,3,19,8.3,20.8,-1.4,,,,,,
1938,3,20,9.9,22.8,0,,,,,,
1938,3,21,11.6,22.8,0.3,,,,,,
1938,3,22,14.9,24.2,3.5,,,,,,
1938,3,23,15.9,24.2,12.4,,,,,,
1938,3,24,12.5,15.8,6.7,,,,,,
1938,3,25,9.5,14.6,4.6,,,,,,
1938,3,26,9.4,18.3,2.9,,,,,,
1938,3,27,10.5,18.3,2.9,,,,,,
1938,3,28,11.3,15.3,4.7,,,,,,
1938,3,29,11.4,16,5.9,,,,,,
1938,3,30,10.6,19.1,3.9,,,,,,
1938,3,31,9.9,19.1,3.9,,,,,,
1938,4,1,9.7,19.9,1.6,,,,,,
1938,4,2,10.6,21.3,1.6,,,,,,
1938,4,3,11.9,21.3,2,,,,,,
1938,4,4,11,18.6,3.9,,,,,,
1938,4,5,9.3,18.1,0,,,,,,
1938,4,6,9,18.1,0,,,,,,
1938,4,7,10.1,20.9,0.2,,,,,,
1938,4,8,13.6,22.7,0.2,,,,,,
1938,4,9,12.3,22.7,4.8,,,,,,
1938,4,10,9.1,18.7,-0.7,,,,,,
1938,4,11,10.1,18.7,-0.7,,,,,,
1938,4,12,9.5,15.8,2.8,,,,,,
1938,4,13,8.6,16.6,1,,,,,,
1938,4,14,9.8,19,1,,,,,,
1938,4,15,11.2,19,1.4,,,,,,
1938,4,16,11.1,19,2.7,,,,,,
1938,4,17,11.8,20.7,2.7,,,,,,
1938,4,18,12.8,20.7,3.7,,,,,,
1938,4,19,12.8,21.3,3.7,,,,,,
1938,4,20,14.7,23.3,3.7,,,,,,
1938,4,21,17.9,27.4,9,,,,,,
1938,4,22,18.8,27.4,12.6,,,,,,
1938,4,23,17.8,21.3,14.4,,,,,,
1938,4,24,17.8,22.9,14.4,,,,,,
1938,4,25,15.7,22.9,7.8,,,,,,
1938,4,26,12.8,21.2,2.6,,,,,,
1938,4,27,12,21.2,2.6,,,,,,
1938,4,28,12.6,18.9,7.8,,,,,,
1938,4,29,14.1,22.5,8,,,,,,
1938,4,30,15,26.2,5.1,,,,,,
1939,1,1,2.4,8.7,-4.7,,,,,,
1939,1,2,4.1,10.2,-2.9,,,,,,
1939,1,3,3.8,10.2,0.7,,,,,,
1939,1,4,2.3,4.7,-1.5,,,,,,
1939,1,5,1.9,5.6,-2.8,,,,,,
1939,1,6,0.3,5.6,-4.7,,,,,,
1939,1,7,-0.1,7.3,-4.7,,,,,,
1939,1,8,0.3,7.3,-4.3,,,,,,
1939,1,9,-0.1,4.5,-3.6,,,,,,
1939,1,10,0.3,6,-3.6,,,,,,
1939,1,11,0.4,6.5,-5.3,,,,,,
1939,1,12,0,6.5,-5.3,,,,,,
1939,1,13,-0.1,5.2,-4.2,,,,,,
1939,1,14,0.7,6.6,-4.2,,,,,,
1939,1,15,2.2,11.4,-1.9,,,,,,
1939,1,16,2.7,11.4,-3,,,,,,
1939,1,17,2.3,9.2,-3,,,,,,
1939,1,18,3.3,8.2,-0.2,,,,,,
1939,1,19,4.8,9.3,-0.2,,,,,,
1939,1,20,3.6,9.3,-1,,,,,,
1939,1,21,1.9,8.4,-4,,,,,,
1939,1,22,2.3,10.7,-4,,,,,,
1939,1,23,2.5,10.7,-3.2,,,,,,
1939,1,24,1.6,8.7,-2.5,,,,,,
1939,1,25,1.4,7,-4.3,,,,,,
1939,1,26,3.5,10,-4.3,,,,,,
1939,1,27,3.8,10,-1.3,,,,,,
1939,1,28,2,7,-2.5,,,,,,
1939,1,29,2.7,10.8,-2.5,,,,,,
1939,1,30,3,10.8,-0.2,,,,,,
1939,1,31,3.1,11.8,-0.2,,,,,,
1939,2,1,3.6,12.3,-2.6,,,,,,
1939,2,2,3,12.3,-2.6,,,,,,
1939,2,3,2.6,8.7,-1,,,,,,
1939,2,4,2.5,8.5,-1.3,,,,,,
1939,2,5,2.4,8.5,-3.7,,,,,,
1939,2,6,1,7.4,-3.7,,,,,,
1939,2,7,-0.1,5.7,-4.2,,,,,,
1939,2,8,-0.6,5.7,-4.2,,,,,,
1939,2,9,-0.2,7.2,-4.9,,,,,,
1939,2,10,1,7.2,-4.9,,,,,,
1939,2,11,1.2,6.3,-4.8,,,,,,
1939,2,12,3,10.4,-4.8,,,,,,
1939,2,13,4.8,10.4,0.4,,,,,,
1939,2,14,3.8,9.8,0.1,,,,,,
1939,2,15,3.4,9.6,0.1,,,,,,
1939,2,16,4.1,11.6,0.4,,,,,,
1939,2,17,5.1,15.5,-1,,,,,,
1939,2,18,6.3,15.5,-1,,,,,,
1939,2,19,6.7,11.9,1.2,,,,,,
1939,2,20,5.7,11.9,1.2,,,,,,
1939,2,21,4.8,8.5,2.9,,,,,,
1939,2,22,4.4,11.6,0.6,,,,,,
1939,2,23,3.9,11.6,-3.3,,,,,,
1939,2,24,5.3,16,-3.3,,,,,,
1939,2,25,5.9,16,-1.1,,,,,,
1939,2,26,4.6,8.8,0.6,,,,,,
1939,2,27,3.7,7.7,0.6,,,,,,
1939,2,28,3.3,8.8,-0.1,,,,,,
1939,3,1,3.6,9.2,-3.7,,,,,,
1939,3,2,6.5,15,-3.7,,,,,,
1939,3,3,7.9,15,2.4,,,,,,
1939,3,4,7.3,11.5,2.4,,,,,,
1939,3,5,8,14.6,0.2,,,,,,
1939,3,6,8.8,14.6,0.2,,,,,,
1939,3,7,9.2,11.6,5.2,,,,,,
1939,3,8,8.1,12.6,3.3,,,,,,
1939,3,9,7.1,16.9,-0.7,,,,,,
1939,3,10,8,16.9,-0.7,,,,,,
1939,3,11,11.3,16.6,1.2,,,,,,
1939,3,12,11.5,15.8,6.1,,,,,,
1939,3,13,7,14.4,1.2,,,,,,
1939,3,14,4.3,10.9,-0.6,,,,,,
1939,3,15,4.4,10.9,-0.8,,,,,,
1939,3,16,4.1,10.2,-0.8,,,,,,
1939,3,17,3.5,9.9,-1,,,,,,
1939,3,18,2.9,9.9,-1,,,,,,
1939,3,19,2.5,7.9,-0.8,,,,,,
1939,3,20,3,9.5,-1.8,,,,,,
1939,3,21,4.9,13.9,-1.8,,,,,,
1939,3,22,6.6,13.9,0.3,,,,,,
1939,3,23,6.9,11.2,2.6,,,,,,
1939,3,24,8.1,18.1,-0.7,,,,,,
1939,3,25,8.1,18.1,-0.7,,,,,,
1939,3,26,5.5,12.8,0.5,,,,,,
1939,3,27,4.9,12.1,-1.1,,,,,,
1939,3,28,5.9,12.1,-1.1,,,,,,
1939,3,29,7.2,18.5,-1.1,,,,,,
1939,3,30,10.5,20.9,-1.1,,,,,,
1939,3,31,11.6,20.9,5.6,,,,,,
1939,4,1,10.3,18.9,2.5,,,,,,
1939,4,2,10.4,18.9,2.5,,,,,,
1939,4,3,9.3,14.2,4.2,,,,,,
1939,4,4,7.4,13.4,2.6,,,,,,
1939,4,5,7.7,15,2.6,,,,,,
1939,4,6,8.5,15,3.7,,,,,,
1939,4,7,8,14.9,1,,,,,,
1939,4,8,8.6,13.8,1,,,,,,
1939,4,9,9.7,17,3.2,,,,,,
1939,4,10,11.1,23.6,2.3,,,,,,
1939,4,11,13.8,23.6,2.3,,,,,,
1939,4,12,15.1,22,7.8,,,,,,
1939,4,13,15.2,21.3,7.8,,,,,,
1939,4,14,14.7,23.1,6.3,,,,,,
1939,4,15,13.8,23.1,6.3,,,,,,
1939,4,16,13.5,21.8,6.4,,,,,,
1939,4,17,14.7,22.3,7.7,,,,,,
1939,4,18,15.8,24.6,7.7,,,,,,
1939,4,19,16.1,24.6,7.7,,,,,,
1939,4,20,16.9,23.5,9.2,,,,,,
1939,4,21,17.1,21.8,14.1,,,,,,
1939,4,22,17.3,21.1,14.1,,,,,,
1939,4,23,16.5,22.5,9.6,,,,,,
1939,4,24,12.7,22.5,6.7,,,,,,
1939,4,25,10.7,19.7,3.2,,,,,,
1939,4,26,11.8,19.7,3.2,,,,,,
1939,4,27,11.8,17.7,7.7,,,,,,
1939,4,28,11.9,20,3.4,,,,,,
1939,4,29,14.1,24.7,3.4,,,,,,
1939,4,30,15.2,24.7,7.2,,,,,,
1940,1,1,5.2,14.8,-1.4,,,,,,
1940,1,2,3.8,9.2,0.6,,,,,,
1940,1,3,4.5,12,-0.4,,,,,,
1940,1,4,5.7,12,-0.9,,,,,,
1940,1,5,8.9,17.8,-0.9,,,,,,
1940,1,6,9.8,17.8,0.6,,,,,,
1940,1,7,7.2,16.2,0.6,,,,,,
1940,1,8,5,10.9,-1.3,,,,,,
1940,1,9,1.7,10.3,-3.3,,,,,,
1940,1,10,-0.6,4.3,-4.1,,,,,,
1940,1,11,1,8.9,-4.1,,,,,,
1940,1,12,4.4,11.5,-2.8,,,,,,
1940,1,13,6.2,14.4,0.9,,,,,,
1940,1,14,4.7,14.4,-0.9,,,,,,
1940,1,15,2,9.3,-1.9,,,,,,
1940,1,16,1.6,7.7,-4.1,,,,,,
1940,1,17,2.5,9.8,-4.1,,,,,,
1940,1,18,2.5,9.8,-1.8,,,,,,
1940,1,19,1,7.1,-2.1,,,,,,
1940,1,20,0.2,5.7,-4.6,,,,,,
1940,1,21,0.1,5.9,-4.9,,,,,,
1940,1,22,0.4,6.5,-4.9,,,,,,
1940,1,23,0.6,6.5,-4.9,,,,,,
1940,1,24,-0.7,5.8,-7.8,,,,,,
1940,1,25,-1.7,6.1,-8,,,,,,
1940,1,26,-1.1,6.1,-8,,,,,,
1940,1,27,-0.7,6.2,-6.9,,,,,,
1940,1,28,0,7,-6.9,,,,,,
1940,1,29,0.4,7,-5.4,,,,,,
1940,1,30,0.2,5.5,-2.7,,,,,,
1940,1,31,0.8,6.2,-2.5,,,,,,
1940,2,1,1.7,7.3,-2.5,,,,,,
1940,2,2,1.5,7.3,-1.1,,,,,,
1940,2,3,1.3,6.1,-1.1,,,,,,
1940,2,4,1.2,6.1,-3.2,,,,,,
1940,2,5,0.8,5.1,-3.2,,,,,,
1940,2,6,0.8,5,-1.9,,,,,,
1940,2,7,0.7,3.4,-1.8,,,,,,
1940,2,8,0.7,4.9,-3.5,,,,,,
1940,2,9,0.4,4.9,-3.5,,,,,,
1940,2,10,1.1,9,-3.5,,,,,,
1940,2,11,3.3,11.5,-2.6,,,,,,
1940,2,12,4.9,11.5,-2.6,,,,,,
1940,2,13,6.2,9.7,2.8,,,,,,
1940,2,14,7.3,11.1,2.5,,,,,,
1940,2,15,5.9,11.5,0.4,,,,,,
1940,2,16,3.6,11.5,-2.6,,,,,,
1940,2,17,3.2,12.8,-3.4,,,,,,
1940,2,18,2.9,12.8,-3.4,,,,,,
1940,2,19,2.5,7,-3.6,,,,,,
1940,2,20,3.8,7.2,-3.6,,,,,,
1940,2,21,4.1,8.8,-1.2,,,,,,
1940,2,22,2.2,8.8,-1.8,,,,,,
1940,2,23,0.7,6.5,-3.6,,,,,,
1940,2,24,1.4,10.9,-5.4,,,,,,
1940,2,25,3.4,10.9,-5.4,,,,,,
1940,2,26,3.6,7.5,-1,,,,,,
1940,2,27,2.5,10.2,-2.9,,,,,,
1940,2,28,2,10.2,-2.9,,,,,,
1940,2,29,2.3,6.2,-2.7,,,,,,
1940,3,1,3.1,7.3,0.3,,,,,,
1940,3,2,3.2,9,-1,,,,,,
1940,3,3,3.6,12.6,-3.4,,,,,,
1940,3,4,5.6,12.6,-3.4,,,,,,
1940,3,5,8.2,11.1,1,,,,,,
1940,3,6,10.4,18.8,6.9,,,,,,
1940,3,7,10.2,18.8,3.5,,,,,,
1940,3,8,9.1,16.3,3.5,,,,,,
1940,3,9,10.2,18.2,6.1,,,,,,
1940,3,10,8.5,18.2,1.4,,,,,,
1940,3,11,6.9,16.2,0.6,,,,,,
1940,3,12,6.4,16.2,0.6,,,,,,
1940,3,13,6.7,16.6,-1.5,,,,,,
1940,3,14,8.5,16.6,-1.5,,,,,,
1940,3,15,6.8,13.6,2.1,,,,,,
1940,3,16,3,11.3,-2.3,,,,,,
1940,3,17,1.7,8.6,-3.2,,,,,,
1940,3,18,3.3,8.6,-3.2,,,,,,
1940,3,19,4.3,11.5,-1.8,,,,,,
1940,3,20,5.4,15.8,-1.8,,,,,,
1940,3,21,6,15.8,-0.8,,,,,,
1940,3,22,3,15.1,-2,,,,,,
1940,3,23,2.1,8.7,-2,,,,,,
1940,3,24,3.8,10.4,-0.2,,,,,,
1940,3,25,5,14.5,-2.9,,,,,,
1940,3,26,6.5,14.5,-2.9,,,,,,
